path,bytes,sha256
reference/previous_prototype/src/+vpg/transformedDynamics.m,310,d98d3dd9c0b146b8c4726cf24dea5bd23a3e5e6496868cf6f980af748b83604d
reference/previous_prototype/src/+vpg/validateGame.m,1942,75d519fbf28855e96c150667c1158ed9ec88ee49e04a875efd9b4cfc0c985b00
reference/previous_prototype/src/+vpg/verifyIncentiveDesign.m,2607,24bac77a905f651f94ee8434c945008bd1bd1633eee1d9bb6b328d9c7f59fa11
reference/previous_prototype/src/+vpg/verifyLyapunovCertificate.m,2566,adb4514bcd784bf039c8b7dc1ca3c5eb4a975ee2315445301c70d3e80ec724ad
reference/previous_prototype/src/+vpg/weightedImprovementCertificate.m,1274,242daf2ef45f9004de2e9cf8d353b6a41a173907156193f4fb2474ba5d05f920
reference/previous_prototype/src/+vpg/weightedNashEquilibrium.m,1505,2b799eb0a6990b4edf044e35b41193a1c952382bea0bb1a145d26729f1a18380
reference/previous_prototype/src/+vpg/weightedSocialOptimum.m,1431,f4c2cf020c98e44c9295530f4970bd610826f8a4e0ec94432367663c5b26f154
reference/previous_prototype/startup.m,275,bb6d6c773b2b0741863bcc40233e55b29df40642bfa30a4835f7fac5119de2ff
reference/previous_prototype/tests/TestGameMath.m,2482,e0ff31e1d995f671c1785f777fbf4d5af1bbda8263a128fd86c03c4a7986532d
reference/previous_prototype/tests/TestIncentives.m,2701,df02d59c1c02864aea460476872fae5b985368bba1874f26fe12e736db26ac63
reference/previous_prototype/tests/TestPareto.m,2497,52c73ad14365c36a4c1314f0a24760b085544be7b3c0b1e77eee283e3b005265
reference/previous_prototype/tests/TestTransformation.m,1720,6002e818c2412eee74808405775ce4d03bd74225c1d54c342b043dafb3144030
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Characterization_of_D_{bud}(sigma)/README.md,155,a415a99a7e82034ff5910d2c63fb70c9c221be00f017241c99f9a960d03aeeca
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Characterization_of_D_{bud}(sigma)/main.m,3882,ff32d522ad084dd1ece599748e6917203c3fb37a461a04eb049f3e95144c09b3
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Characterization_of_D_{bud}(sigma)/testfun1.m,250,be66b65d0bc657581d0d63335863cb0e977cdc9c00e1e457bc754ac9cb9aa9bb
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Characterization_of_D_{bud}(sigma)/testfun2.m,507,4c9fa1618ee44ebec392cde5496138c4cff2539cf99699553673f91f60df2d05
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Characterization_of_D_{bud}(sigma)/testfun2_1.m,259,1d38db4d29d972ff0512eb251cb8e208941553cfd91dd9739aa0c93ee559a332
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Characterization_of_D_{bud}(sigma)/testfun2_2.m,261,7888e0ee074e990d0051e6738c2d4d689f9bb44f51cad6c8670ce673d8348832
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/README.md,144,b8ef5a07a10915dc6bae49adac7445189e9594b4114c881bee00fc307c24500e
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/README.md,169,23a18531fc44d95cadbe27337135bc868b5c8f686822e4c485358be0f6956dff
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/test3_1.m,1435,9ce617c1285236442be1728e1ce09c0b6ccbffc1556d7bc03e5386277a17e10f
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/test3_2.m,1979,710f35d809236313f7eadf793581c5a00e7bbd3d5262bd0461c5e68f476a66e2
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/test3_3.m,4337,90581f051662ef37fc7607f96617aea7e685829fdb23c5bb6064dcd603950053
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/test5_1.m,2764,de1b431657e05256f8d69656050bc74375d82f8981a2334afad9d2e4dddfe1ab
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/test5_2.m,2182,512a177acc2c0b73ea6b8db0c5db1f014a9d46d2b8ac4899e3ec74416f78f415
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/test5_3.m,4540,0133b8c4bd05ebbfb18bca823cf938c121c2d749391b99225e72bf6173dee8a0
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/testfun1.m,250,be66b65d0bc657581d0d63335863cb0e977cdc9c00e1e457bc754ac9cb9aa9bb
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/testfun2.m,507,4c9fa1618ee44ebec392cde5496138c4cff2539cf99699553673f91f60df2d05
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/testfun2_1.m,259,1d38db4d29d972ff0512eb251cb8e208941553cfd91dd9739aa0c93ee559a332
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/Simulation_results_for_design/testfun2_2.m,261,7888e0ee074e990d0051e6738c2d4d689f9bb44f51cad6c8670ce673d8348832
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/trap_of_weak_Pareto_improvement/README.md,135,de3ffd68287ac2e4afaebc786716205c5d35c2ab7fce66aac6e3c60b0d8afdb8
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/trap_of_weak_Pareto_improvement/testfun1.m,250,be66b65d0bc657581d0d63335863cb0e977cdc9c00e1e457bc754ac9cb9aa9bb
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/trap_of_weak_Pareto_improvement/testfun2.m,507,4c9fa1618ee44ebec392cde5496138c4cff2539cf99699553673f91f60df2d05
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/trap_of_weak_Pareto_improvement/testfun2_1.m,259,1d38db4d29d972ff0512eb251cb8e208941553cfd91dd9739aa0c93ee559a332
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/trap_of_weak_Pareto_improvement/testfun2_2.m,261,7888e0ee074e990d0051e6738c2d4d689f9bb44f51cad6c8670ce673d8348832
source_material/legacy_github/ZehuiGuo_Pareto_Improvement_Simulation-main/trap_of_weak_Pareto_improvement/trap.m,3306,05967d7662cb26522cfd324dcc346513a8ed84968659b3333732ea93d0317dad
source_material/legacy_matlab/simulation_summary/INCENTIVE_DESIGN_REPRODUCIBILITY_BASELINE.md,18305,3b71cdb5010a06dbd326a03d2d227da9bbf83ddacf4c33af8c04e8122694846b
source_material/legacy_matlab/simulation_summary/acc2024/cube/test4.m,1864,d7837d56265a48e293c1dd6b31be2ef4c1d0d0dec4b82c1797e2b54ab3f914a2
source_material/legacy_matlab/simulation_summary/acc2024/cube/test4_1.m,1057,df1b11340ced0dc11232aafc3410c8414cac5fac82a3153564bdb187b3b05d55
source_material/legacy_matlab/simulation_summary/acc2024/cube/test4_2.m,1947,540b81517d9e538286832954736c46773832323ba070f75cb0efddbdee733430
source_material/legacy_matlab/simulation_summary/acc2024/triangular prism/test6.m,5228,f78799826e0234ed3875e7800cf5b7f3fc9e530d1b1ce5c7950847e03801057f
source_material/legacy_matlab/simulation_summary/acc2024/triangular prism/test7.m,1300,bc7baca8988e397f8c3421eeb8ac5a525cda61badfedba55f0f5ee06165d8dac
source_material/legacy_matlab/simulation_summary/acc2024/triangular prism/test7_1.m,1872,dd733e3cbaaa0520fe66cfcff44b692ce5512d458a43b36a609db3bb11c585d3
source_material/legacy_matlab/simulation_summary/acc2025/ZehuiGuo_Pareto_Improvement_Simulation-main.zip,18345,9b4ea64e52eb18b20ce3933c0b03b2e544a9a6677a9cd385eb02ef851ed7a517
source_material/legacy_matlab/simulation_summary/acc2025/incentive_deisgn/test5_1.m,2764,de1b431657e05256f8d69656050bc74375d82f8981a2334afad9d2e4dddfe1ab
source_material/legacy_matlab/simulation_summary/acc2025/incentive_deisgn/test5_2.m,2182,512a177acc2c0b73ea6b8db0c5db1f014a9d46d2b8ac4899e3ec74416f78f415
source_material/legacy_matlab/simulation_summary/acc2025/incentive_deisgn/test5_3.m,4540,0133b8c4bd05ebbfb18bca823cf938c121c2d749391b99225e72bf6173dee8a0
source_material/legacy_matlab/simulation_summary/acc2025/incentive_deisgn/testfun2.m,507,4c9fa1618ee44ebec392cde5496138c4cff2539cf99699553673f91f60df2d05
source_material/legacy_matlab/simulation_summary/cdc2023/case1.m,1419,afaacd3666898f515bdac0aa38ebe20dd998d66b5da92db1956b40b0bfd4cb0f
source_material/legacy_matlab/simulation_summary/cdc2023/case2.m,1280,6ec4d889800ca6648cbd25baceaf05d975d7d670144098a1e747b00c9b4b07ce
source_material/legacy_matlab/simulation_summary/cdc2023/case3.m,1305,f5aa99c1ce063f6008f1b0acd75e3062a941dcc71d9c16d9cb3e7ee7d65df65f
source_material/legacy_matlab/simulation_summary/cdc2023/case4.m,1281,ee6e4edede81aafe08df4fa8e44db9bc8b2ce42313c273d4eac361cbb9302c98
source_material/legacy_matlab/simulation_summary/cdc2023/case5.m,1317,a765b35661178692e71a885483656814fe32fadcb2ae699e039d8e8d927a9c46
source_material/legacy_matlab/simulation_summary/cdc2024/test10_1.m,2288,619dfa3ac55c9697570c9becdd1f5e821c533870cb4f0ac7f4491fef7c6ec8ab
source_material/legacy_matlab/simulation_summary/cdc2024/test10_2.m,480,0fb40d51612512df233e1254a875d25097bdf4c102c585b5a47f0b0f486962c2
source_material/legacy_matlab/simulation_summary/cdc2024/test6_4_1.m,2301,961b0c7fa803e72e089c8afee6cdc569ed132e73411371f34b45f1a46acce05e
source_material/legacy_matlab/simulation_summary/cdc2024/test6_4_2.m,875,a9fae08518b2b5713b2af9573a6e504193871393763efa385f9c6b38695c130b
source_material/legacy_matlab/simulation_summary/cdc2024/testfun2.m,497,91dbd905b35915b485a34c89bb32011c077feb44410347f027cc173e580a13fc
source_material/legacy_matlab/simulation_summary/ecc2026/Solve_lmi.m,1657,c204968985a0895e55f1319614a5c9fd9b6336fea84ad1a16addb326398c34fe
source_material/legacy_matlab/simulation_summary/ecc2026/image_of_original_trajectory.m,1658,7d948b983384b5d5fb0bd329be27882bb19dc4d23e5f18db2b22e2f6b771af46
source_material/legacy_matlab/simulation_summary/ecc2026/level_sets_for_original_transformed_system.m,1657,c204968985a0895e55f1319614a5c9fd9b6336fea84ad1a16addb326398c34fe
source_material/legacy_matlab/simulation_summary/ecc2026/original_trajectory.m,1606,74a3e269c81b2641f39504bd7412daf6aa3427aa2bd4aeaf1bf97cef368ead36
source_material/legacy_matlab/simulation_summary/ecc2026/testfun2.m,599,913f418209a815a5af62e3f21b59fdc5e3bc08d439d0d42f65a16f1a651faa19
source_material/legacy_matlab/simulation_summary/ecc2026/testfun2_1.m,309,f4ba87d20c26c22918c22b4349c73a04831dc7081abf84c046a4839f65d4b233
source_material/legacy_matlab/simulation_summary/ecc2026/testfun2_2.m,311,2cf39f973b3be99062b34580fa4a777bfe2ad6ee1cdbc8bddee05fd7070e4fd3
source_material/legacy_matlab/simulation_summary/ecc2026/testfun3_3.m,1689,799b03ac47487e7605eb8b6a0ff9780a7592fd4a551586a0ce588e0a8216d647
source_material/legacy_matlab/simulation_summary/ecc2026/testfun4.m,497,57b219480d9e5ef54506cb05d7b185d6475b0e4828f03f14b4fb1322267ab38c
source_material/legacy_matlab/simulation_summary/ecc2026/transformed_dynamics_trajectory.m,594,3d62abd50cc451fd6d53b25c3cb4d0f205fa5ecbb66b5aff6db91a5c9a6a2b56
source_material/legacy_matlab/simulation_summary/ifac2023/case1.m,1385,802d4a6aaa3feacc5fbe92fed664bc276ec945569ae75dd917b7735cfff9a253
source_material/legacy_matlab/simulation_summary/ifac2023/case2.m,1227,5e5541feada93fa7a25e40f1e93f62f429f47b37a3882aa3d11bedcdd94c40a2
source_material/legacy_matlab/simulation_summary/ifac2023/case3.m,1252,d7d6b87e4eb695803829ec183eb33cb636b52a5455db485f835197dda4ceb6bd
source_material/legacy_matlab/simulation_summary/ifac2023/case4.m,1236,bff884ede540dee28db5049bda0dee1aa149c27c6236715be01baa01f1d8880e
source_material/legacy_matlab/simulation_summary/ifac2023/case5.m,1217,e9b627ade304ab2d03cbe2c544d7b3475586db9497d911f9cb4f37b299ced62a
source_material/legacy_matlab/simulation_summary/ifac_extention/Solve_lmi.m,1657,c204968985a0895e55f1319614a5c9fd9b6336fea84ad1a16addb326398c34fe
source_material/legacy_matlab/simulation_summary/ifac_extention/image_of_original_trajectory.m,1655,11840643a611ddabc1a697c105fd92dfca3b8104100ff2df60cbbed14ad4fefc
source_material/legacy_matlab/simulation_summary/ifac_extention/level_sets_for_original_transformed_system.m,4227,9f866d95dd5dd7230350ee45a5f47d34dad69e007b7f045f02e61050e298f335
source_material/legacy_matlab/simulation_summary/ifac_extention/original_trajectory.m,1576,d68744674edda5cd18b49e0cc0301eb0546310f6e4c32a3eea2b0b9e6bc25336
source_material/legacy_matlab/simulation_summary/ifac_extention/preimage_of_transformed_trajectory.m,598,5df030af4fdc8f646aaf2d7394050f6a1580c362a3af85c3de0bb01fa9f356a2
source_material/legacy_matlab/simulation_summary/ifac_extention/testfun2.m,599,913f418209a815a5af62e3f21b59fdc5e3bc08d439d0d42f65a16f1a651faa19
source_material/legacy_matlab/simulation_summary/ifac_extention/testfun2_1.m,309,f4ba87d20c26c22918c22b4349c73a04831dc7081abf84c046a4839f65d4b233
source_material/legacy_matlab/simulation_summary/ifac_extention/testfun2_2.m,311,2cf39f973b3be99062b34580fa4a777bfe2ad6ee1cdbc8bddee05fd7070e4fd3
source_material/legacy_matlab/simulation_summary/ifac_extention/testfun3_3.m,1689,799b03ac47487e7605eb8b6a0ff9780a7592fd4a551586a0ce588e0a8216d647
source_material/legacy_matlab/simulation_summary/ifac_extention/testfun4.m,497,57b219480d9e5ef54506cb05d7b185d6475b0e4828f03f14b4fb1322267ab38c
source_material/papers/ifac_extension_37.pdf,2049900,674f6c5fde3f6f1eb70cb22d937a9ef1b0100ecd321e28420b59b3e50f7a1e81
source_material/papers/thesis.pdf,7131588,019ff3127be593da012058656775c6e2976633f8d3e10292169aed64792801ae
